Date,Frequency
2015-10-18 23:43,50.0092
2015-10-18 23:43,50.0076
2015-10-18 23:43,50.0143
2015-10-18 23:43,50.0139
2015-10-18 23:43,50.0139
2015-10-18 23:43,50.0144
2015-10-18 23:43,50.0127
2015-10-18 23:43,50.012
2015-10-18 23:43,50.0105
2015-10-18 23:43,50.0102
2015-10-18 23:43,50.0132
2015-10-18 23:43,50.0131
2015-10-18 23:43,50.0154
2015-10-18 23:43,50.0173
2015-10-18 23:43,50.019
2015-10-18 23:43,50.0219
2015-10-18 23:43,50.0241
2015-10-18 23:43,50.0265
2015-10-18 23:43,50.0304
2015-10-18 23:43,50.0277
2015-10-18 23:43,50.03
2015-10-18 23:43,50.0302
2015-10-18 23:43,50.0309
2015-10-18 23:44,50.0293
2015-10-18 23:44,50.0301
2015-10-18 23:44,50.032
2015-10-18 23:44,50.0347
2015-10-18 23:44,50.0369
2015-10-18 23:44,50.0396
2015-10-18 23:44,50.0424
2015-10-18 23:44,50.0454
2015-10-18 23:44,50.0458
2015-10-18 23:44,50.0444
2015-10-18 23:44,50.0414
2015-10-18 23:44,50.0416
2015-10-18 23:44,50.0384
2015-10-18 23:44,50.0345
2015-10-18 23:44,50.0284
2015-10-18 23:44,50.0241
2015-10-18 23:44,50.02
2015-10-18 23:44,50.0169
2015-10-18 23:44,50.0135
2015-10-18 23:44,50.0139
2015-10-18 23:44,50.0172
2015-10-18 23:44,50.0186
2015-10-18 23:44,50.0211
2015-10-18 23:44,50.0219
2015-10-18 23:44,50.0245
2015-10-18 23:44,50.0276
2015-10-18 23:44,50.029
2015-10-18 23:44,50.0299
2015-10-18 23:44,50.0289
2015-10-18 23:44,50.0261
2015-10-18 23:44,50.0252
2015-10-18 23:44,50.0218
2015-10-18 23:44,50.0201
2015-10-18 23:44,50.0185
2015-10-18 23:44,50.0156
2015-10-18 23:44,50.014
2015-10-18 23:44,50.0108
2015-10-18 23:44,50.0094
2015-10-18 23:44,50.0079
2015-10-18 23:44,50.0097
2015-10-18 23:44,50.0105
2015-10-18 23:44,50.0159
2015-10-18 23:44,50.0195
2015-10-18 23:44,50.0252
2015-10-18 23:44,50.0286
2015-10-18 23:44,50.0324
2015-10-18 23:44,50.0363
2015-10-18 23:44,50.0394
2015-10-18 23:44,50.043
2015-10-18 23:44,50.0458
2015-10-18 23:44,50.0495
2015-10-18 23:44,50.0535
2015-10-18 23:44,50.0557
2015-10-18 23:44,50.0582
2015-10-18 23:44,50.0574
2015-10-18 23:44,50.0566
2015-10-18 23:44,50.0534
2015-10-18 23:44,50.0476
2015-10-18 23:44,50.0417
2015-10-18 23:44,50.0376
2015-10-18 23:45,50.0325
2015-10-18 23:45,50.0289
2015-10-18 23:45,50.0258
2015-10-18 23:45,50.0234
2015-10-18 23:45,50.0194
2015-10-18 23:45,50.0198
2015-10-18 23:45,50.0186
2015-10-18 23:45,50.0204
2015-10-18 23:45,50.0214
2015-10-18 23:45,50.0242
2015-10-18 23:45,50.0277
2015-10-18 23:45,50.0299
2015-10-18 23:45,50.033
2015-10-18 23:45,50.0392
2015-10-18 23:45,50.0419
2015-10-18 23:45,50.0467
2015-10-18 23:45,50.0463
2015-10-18 23:45,50.0474
2015-10-18 23:45,50.0465
2015-10-18 23:45,50.0481
2015-10-18 23:45,50.0494
2015-10-18 23:45,50.0486
2015-10-18 23:45,50.0476
2015-10-18 23:45,50.0492
2015-10-18 23:45,50.0478
2015-10-18 23:45,50.0476
2015-10-18 23:45,50.0447
2015-10-18 23:45,50.0419
2015-10-18 23:45,50.0392
2015-10-18 23:45,50.0369
2015-10-18 23:45,50.035
2015-10-18 23:45,50.0319
2015-10-18 23:45,50.029
2015-10-18 23:45,50.0274
2015-10-18 23:45,50.0247
2015-10-18 23:45,50.0244
2015-10-18 23:45,50.0189
2015-10-18 23:45,50.0213
2015-10-18 23:45,50.0187
2015-10-18 23:45,50.0212
2015-10-18 23:45,50.0193
2015-10-18 23:45,50.0198
2015-10-18 23:45,50.0211
2015-10-18 23:45,50.0187
2015-10-18 23:45,50.0199
2015-10-18 23:45,50.02
2015-10-18 23:45,50.0199
2015-10-18 23:45,50.0206
2015-10-18 23:45,50.0191
2015-10-18 23:45,50.0195
2015-10-18 23:45,50.0161
2015-10-18 23:45,50.0169
2015-10-18 23:45,50.017
2015-10-18 23:45,50.0164
2015-10-18 23:45,50.016
2015-10-18 23:45,50.0143
2015-10-18 23:45,50.0154
2015-10-18 23:45,50.0135
2015-10-18 23:45,50.0128
2015-10-18 23:45,50.0095
2015-10-18 23:46,50.0094
2015-10-18 23:46,50.0062
2015-10-18 23:46,50.0054
2015-10-18 23:46,50.0026
2015-10-18 23:46,49.9991
2015-10-18 23:46,49.9963
2015-10-18 23:46,49.9912
2015-10-18 23:46,49.9877
2015-10-18 23:46,49.9873
2015-10-18 23:46,49.9858
2015-10-18 23:46,49.9849
2015-10-18 23:46,49.9857
2015-10-18 23:46,49.9842
2015-10-18 23:46,49.9868
2015-10-18 23:46,49.9849
2015-10-18 23:46,49.9849
2015-10-18 23:46,49.9837
2015-10-18 23:46,49.9872
2015-10-18 23:46,49.9883
2015-10-18 23:46,49.989
2015-10-18 23:46,49.9862
2015-10-18 23:46,49.9845
2015-10-18 23:46,49.9804
2015-10-18 23:46,49.9782
2015-10-18 23:46,49.9745
2015-10-18 23:46,49.9761
2015-10-18 23:46,49.9772
2015-10-18 23:46,49.9774
2015-10-18 23:46,49.9788
2015-10-18 23:46,49.9806
2015-10-18 23:46,49.9827
2015-10-18 23:46,49.9883
2015-10-18 23:46,49.9884
2015-10-18 23:46,49.9901
2015-10-18 23:46,49.9933
2015-10-18 23:46,49.9954
2015-10-18 23:46,49.9982
2015-10-18 23:46,49.9979
2015-10-18 23:46,50.0021
2015-10-18 23:46,50.0031
2015-10-18 23:46,50.0032
2015-10-18 23:46,50.0023
2015-10-18 23:46,50.0014
2015-10-18 23:46,50.0051
2015-10-18 23:46,50.0033
2015-10-18 23:46,50.0061
2015-10-18 23:46,50.0029
2015-10-18 23:46,50.0056
2015-10-18 23:46,50.0036
2015-10-18 23:46,50.0071
2015-10-18 23:46,50.0082
2015-10-18 23:46,50.0093
2015-10-18 23:46,50.0087
2015-10-18 23:46,50.006
2015-10-18 23:46,50.0098
2015-10-18 23:46,50.0108
2015-10-18 23:46,50.0074
2015-10-18 23:46,50.0079
2015-10-18 23:46,50.0039
2015-10-18 23:46,50.0002
2015-10-18 23:47,50.0015
2015-10-18 23:47,50.0006
2015-10-18 23:47,50.002
2015-10-18 23:47,50.0019
2015-10-18 23:47,50.0007
2015-10-18 23:47,50.0025
2015-10-18 23:47,49.9997
2015-10-18 23:47,50.0012
2015-10-18 23:47,50.0024
2015-10-18 23:47,50.0054
2015-10-18 23:47,50.0077
2015-10-18 23:47,50.0067
2015-10-18 23:47,50.0059
2015-10-18 23:47,50.0027
2015-10-18 23:47,50.0
2015-10-18 23:47,49.9968
2015-10-18 23:47,49.9971
2015-10-18 23:47,49.9962
2015-10-18 23:47,49.9983
2015-10-18 23:47,49.9987
2015-10-18 23:47,50.0008
2015-10-18 23:47,50.0016
2015-10-18 23:47,50.0031
2015-10-18 23:47,50.002
2015-10-18 23:47,50.0015
2015-10-18 23:47,50.001
2015-10-18 23:47,50.001
2015-10-18 23:47,49.9998
2015-10-18 23:47,50.0002
2015-10-18 23:47,49.996
2015-10-18 23:47,49.9996
2015-10-18 23:47,50.0011
2015-10-18 23:47,50.0049
2015-10-18 23:47,50.0069
2015-10-18 23:47,50.0102
2015-10-18 23:47,50.0099
2015-10-18 23:47,50.0152
2015-10-18 23:47,50.0187
2015-10-18 23:47,50.0227
2015-10-18 23:47,50.0277
2015-10-18 23:47,50.0279
2015-10-18 23:47,50.0311
2015-10-18 23:47,50.0325
2015-10-18 23:47,50.0296
2015-10-18 23:47,50.031
2015-10-18 23:47,50.0311
2015-10-18 23:47,50.0301
2015-10-18 23:47,50.0292
2015-10-18 23:47,50.0278
2015-10-18 23:47,50.0244
2015-10-18 23:47,50.0173
2015-10-18 23:47,50.0128
2015-10-18 23:47,50.0114
2015-10-18 23:47,50.0079
2015-10-18 23:47,50.0055
2015-10-18 23:47,50.0058
2015-10-18 23:47,50.0109
2015-10-18 23:47,50.0139
2015-10-18 23:47,50.0171
2015-10-18 23:47,50.0233
2015-10-18 23:48,50.0328
2015-10-18 23:48,50.0411
2015-10-18 23:48,50.0477
2015-10-18 23:48,50.0564
2015-10-18 23:48,50.0645
2015-10-18 23:48,50.0679
2015-10-18 23:48,50.0738
2015-10-18 23:48,50.0791
2015-10-18 23:48,50.0843
2015-10-18 23:48,50.086
2015-10-18 23:48,50.086
2015-10-18 23:48,50.087
2015-10-18 23:48,50.0846
2015-10-18 23:48,50.0788
2015-10-18 23:48,50.0751
2015-10-18 23:48,50.0721
2015-10-18 23:48,50.0692
2015-10-18 23:48,50.0681
2015-10-18 23:48,50.0664
2015-10-18 23:48,50.0639
2015-10-18 23:48,50.0601
2015-10-18 23:48,50.0568
2015-10-18 23:48,50.0543
2015-10-18 23:48,50.0576
2015-10-18 23:48,50.0551
2015-10-18 23:48,50.056
2015-10-18 23:48,50.0544
2015-10-18 23:48,50.0543
2015-10-18 23:48,50.0553
2015-10-18 23:48,50.0505
2015-10-18 23:48,50.0466
2015-10-18 23:48,50.0448
2015-10-18 23:48,50.0437
2015-10-18 23:48,50.0432
2015-10-18 23:48,50.0426
2015-10-18 23:48,50.0421
2015-10-18 23:48,50.0352
2015-10-18 23:48,50.0309
2015-10-18 23:48,50.0257
2015-10-18 23:48,50.0196
2015-10-18 23:48,50.0152
2015-10-18 23:48,50.0097
2015-10-18 23:48,50.0031
2015-10-18 23:48,49.9974
2015-10-18 23:48,49.9955
2015-10-18 23:48,49.9875
2015-10-18 23:48,49.9839
2015-10-18 23:48,49.9826
2015-10-18 23:48,49.9832
2015-10-18 23:48,49.9862
2015-10-18 23:48,49.9863
2015-10-18 23:48,49.9869
2015-10-18 23:48,49.9858
2015-10-18 23:48,49.98
2015-10-18 23:48,49.979
2015-10-18 23:48,49.9774
2015-10-18 23:48,49.9798
2015-10-18 23:48,49.9823
2015-10-18 23:48,49.9844
2015-10-18 23:48,49.9885
2015-10-18 23:49,49.9898
2015-10-18 23:49,49.9926
2015-10-18 23:49,49.9943
2015-10-18 23:49,49.9941
2015-10-18 23:49,49.9968
2015-10-18 23:49,49.9992
2015-10-18 23:49,50.0042
2015-10-18 23:49,50.008
2015-10-18 23:49,50.0101
2015-10-18 23:49,50.0096
2015-10-18 23:49,50.0099
2015-10-18 23:49,50.0105
2015-10-18 23:49,50.0136
2015-10-18 23:49,50.0057
2015-10-18 23:49,50.0039
2015-10-18 23:49,49.9978
2015-10-18 23:49,49.9948
2015-10-18 23:49,49.9932
2015-10-18 23:49,49.993
2015-10-18 23:49,49.9945
2015-10-18 23:49,49.9945
2015-10-18 23:49,49.9899
2015-10-18 23:49,49.9866
2015-10-18 23:49,49.9828
2015-10-18 23:49,49.982
2015-10-18 23:49,49.98
2015-10-18 23:49,49.9831
2015-10-18 23:49,49.9834
2015-10-18 23:49,49.9852
2015-10-18 23:49,49.9887
2015-10-18 23:49,49.9903
2015-10-18 23:49,49.9933
2015-10-18 23:49,49.9983
2015-10-18 23:49,50.0021
2015-10-18 23:49,50.0037
2015-10-18 23:49,50.0091
2015-10-18 23:49,50.0101
2015-10-18 23:49,50.0145
2015-10-18 23:49,50.0146
2015-10-18 23:49,50.0177
2015-10-18 23:49,50.0172
2015-10-18 23:49,50.0143
2015-10-18 23:49,50.0138
2015-10-18 23:49,50.0151
2015-10-18 23:49,50.0114
2015-10-18 23:49,50.0121
2015-10-18 23:49,50.0081
2015-10-18 23:49,50.0092
2015-10-18 23:49,50.007
2015-10-18 23:49,50.0045
2015-10-18 23:49,50.0019
2015-10-18 23:49,50.0023
2015-10-18 23:49,50.002
2015-10-18 23:49,50.0078
2015-10-18 23:49,50.0096
2015-10-18 23:49,50.0106
2015-10-18 23:49,50.0144
2015-10-18 23:49,50.0152
2015-10-18 23:49,50.0201
2015-10-18 23:49,50.0207
2015-10-18 23:50,50.0213
2015-10-18 23:50,50.0235
2015-10-18 23:50,50.026
2015-10-18 23:50,50.0272
2015-10-18 23:50,50.0265
2015-10-18 23:50,50.0293
2015-10-18 23:50,50.0282
2015-10-18 23:50,50.0309
2015-10-18 23:50,50.0322
2015-10-18 23:50,50.0331
2015-10-18 23:50,50.0328
2015-10-18 23:50,50.0337
2015-10-18 23:50,50.0333
2015-10-18 23:50,50.0329
2015-10-18 23:50,50.0288
2015-10-18 23:50,50.0267
2015-10-18 23:50,50.0266
2015-10-18 23:50,50.0241
2015-10-18 23:50,50.0235
2015-10-18 23:50,50.0199
2015-10-18 23:50,50.0167
