0.001,-0.015483,181.44
0.0012377,-0.01345,181.78
0.0016829,-0.0084859,182.42
0.0022881,0.00067555,183.29
0.0031109,0.017559,184.47
0.0042297,0.048594,186.06
0.0057508,0.10537,188.2
0.0078189,0.20837,191.04
0.01,0.34698,193.94
0.012396,0.53117,196.98
0.016854,0.94787,202.18
0.022915,1.6239,208.23
0.031156,2.6429,214.57
0.04236,4.0456,220.33
0.057594,5.799,224.46
0.078306,7.8041,226.12
0.1,9.4925,225.29
0.12414,10.994,222.81
0.16879,13.05,216.38
0.22949,14.923,206.41
0.31202,16.547,192.49
0.42423,17.808,173.1
0.5768,18.098,145.6
0.78423,16.041,114.05
1,12.794,95.361
1.2433,9.4624,85.585
1.6904,4.8617,80.205
2.2983,0.69067,80.976
3.1249,-3.0015,85.136
4.2486,-6.281,90.968
5.7766,-9.264,97.341
7.5125,-11.73,102.35
7.5617,-11.792,102.46
8.1315,-12.498,103.62
8.6408,-13.112,104.46
9.1996,-13.777,105.21
10,-14.738,105.95
10.205,-14.988,106.09
11.003,-15.988,106.41
11.393,-16.492,106.46
11.979,-17.264,106.39
12.58,-18.05,106.06
13.238,-18.82,105.14
13.789,-19.233,103.35
14.537,-18.785,97.237
15.071,-16.488,88.175
15.446,-11.183,82.389
15.708,14.666,2.9516e-12
