0.001,-0.01706,181.44
0.0012385,-0.015022,181.78
0.0016838,-0.010059,182.42
0.0022893,-0.00089996,183.29
0.0031126,0.015979,184.47
0.0042319,0.047004,186.06
0.0057536,0.10376,188.19
0.0078226,0.20672,191.03
0.01,0.34495,193.92
0.012401,0.52938,196.97
0.016861,0.94589,202.17
0.022924,1.6216,208.21
0.031167,2.6402,214.55
0.042375,4.0424,220.3
0.057613,5.7953,224.43
0.078331,7.7999,226.08
0.1,9.4859,225.25
0.12418,10.989,222.76
0.16883,13.045,216.31
0.22955,14.918,206.32
0.31209,16.543,192.38
0.42432,17.806,172.92
0.5769,18.093,145.29
0.78435,16.012,113.61
1,12.742,94.925
1.2434,9.388,85.184
1.6906,4.7641,79.927
2.2985,0.58103,80.896
3.1251,-3.101,85.288
4.2488,-6.3415,91.249
5.7767,-9.2772,97.435
7.4394,-11.656,101.92
8.3808,-12.846,103.72
8.6408,-13.165,104.14
9.6188,-14.347,105.48
10,-14.804,105.88
10.567,-15.484,106.34
12.123,-17.383,106.3
13.314,-18.795,104.14
14.194,-19.235,100.69
14.827,-17.775,96.659
15.275,-13.346,92.313
15.589,-2.7673,85.12
