0.001,-0.02254,181.45
0.0012334,-0.020534,181.79
0.0016772,-0.015568,182.43
0.0022806,-0.0064013,183.3
0.0031011,0.010497,184.48
0.0042169,0.041565,186.07
0.0057341,0.098418,188.22
0.0077973,0.20157,191.07
0.01,0.34229,194.01
0.012364,0.52491,197.02
0.016812,0.94231,202.24
0.022861,1.6193,208.3
0.031086,2.6395,214.67
0.042271,4.0427,220.45
0.05748,5.7951,224.62
0.078161,7.7961,226.32
0.1,9.4903,225.54
0.12394,10.971,223.17
0.16853,13.012,216.96
0.22916,14.871,207.38
0.31162,16.5,194.13
0.42373,17.825,175.67
0.57619,18.299,149
0.7835,16.476,117.28
1,13.331,98.103
1.2424,10.103,88.095
1.6894,5.6688,82.176
2.2972,1.6851,81.835
3.1237,-1.85,84.163
4.2476,-5.0391,87.512
5.7759,-8.0008,90.862
7.5683,-10.521,92.937
7.9005,-10.923,93.108
8.974,-12.128,93.21
9.983,-13.156,92.723
10.914,-14.007,91.912
12.514,-14.935,91.013
13.771,-13.65,93.9
14.725,-7.3705,91.117
15.43,0.26422,31.291
