0.001,-0.56818,181.47
0.0010241,-0.56796,181.51
0.0011949,-0.56628,181.76
0.0013941,-0.56398,182.05
0.0016266,-0.56086,182.39
0.0018979,-0.55662,182.79
0.0022143,-0.55085,183.25
0.0025836,-0.54301,183.79
0.0030144,-0.53235,184.42
0.003517,-0.51789,185.15
0.0041035,-0.49827,186
0.0047878,-0.4717,186.98
0.0055861,-0.43577,188.12
0.0065176,-0.38731,189.43
0.0076044,-0.32215,190.94
0.0088725,-0.23491,192.65
0.01,-0.14773,194.15
0.010352,-0.11875,194.6
0.012078,0.034815,196.79
0.014092,0.23598,199.22
0.016442,0.49648,201.86
0.019184,0.82913,204.69
0.022383,1.2469,207.63
0.026115,1.7618,210.59
0.03047,2.3833,213.44
0.035551,3.1173,216.03
0.041479,3.9659,218.19
0.048396,4.9271,219.76
0.056466,5.9961,220.52
0.065881,7.1658,220.28
0.076867,8.4265,218.77
0.089685,9.7621,215.66
0.1,10.733,212.26
0.10464,11.14,210.49
0.12209,12.487,202.69
0.14245,13.654,191.73
0.1662,14.396,177.62
0.19391,14.462,161.71
0.22625,13.805,146.37
0.26398,12.626,133.36
0.308,11.181,123.03
0.35936,9.639,114.94
0.41928,8.0789,108.48
0.48919,6.5286,103.16
0.57077,4.9924,98.642
0.66594,3.4654,94.682
0.77699,1.9395,91.132
0.90655,0.40741,87.901
1,-0.57297,85.987
1.0577,-1.1362,84.939
1.2341,-2.6926,82.226
1.4399,-4.2585,79.757
1.68,-5.8254,77.521
1.9601,-7.3801,75.482
2.287,-8.9073,73.568
2.6683,-10.393,71.66
3.1133,-11.825,69.606
3.6324,-13.2,67.234
4.2382,-14.516,64.375
4.9449,-15.775,60.88
5.7694,-16.977,56.617
6.7315,-18.117,51.47
7.0354,-18.43,49.817
7.0467,-18.442,49.756
8.053,-19.345,44.224
8.062,-19.352,44.174
9.0598,-20.076,38.628
9.0658,-20.08,38.594
10,-20.625,33.357
10.04,-20.646,33.132
10.042,-20.647,33.12
10.979,-21.075,27.805
10.981,-21.076,27.792
11.866,-21.388,22.666
11.873,-21.391,22.623
12.698,-21.618,17.745
12.71,-21.621,17.67
13.47,-21.786,13.14
13.488,-21.79,13.031
14.182,-21.903,8.9229
14.206,-21.906,8.7817
14.931,-21.981,4.5277
14.961,-21.983,4.3513
15.708,-22.009,0
