0.001,0.034108,178.55
0.0012318,0.032111,178.22
0.001675,0.027139,177.57
0.0022778,0.017961,176.7
0.0030975,0.0010406,175.53
0.0042122,-0.030071,173.93
0.005728,-0.087008,171.79
0.0077892,-0.19032,168.95
0.01,-0.33198,165.99
0.012352,-0.51421,162.99
0.016797,-0.93236,157.78
0.022841,-1.6107,151.73
0.031061,-2.6328,145.38
0.042238,-4.0392,139.63
0.057438,-5.7964,135.51
0.078107,-7.8045,133.88
0.1,-9.5113,134.76
0.12386,-10.996,137.26
0.16843,-13.049,143.77
0.22904,-14.911,153.86
0.31147,-16.5,167.9
0.42355,-17.68,187.31
0.57597,-17.85,214.14
0.78323,-15.803,244.15
1,-12.679,262.06
1.242,-9.5017,271.51
1.689,-5.0729,276.98
2.2968,-1.0372,276.64
3.1233,2.5714,273.15
4.2472,5.8398,268.07
5.7756,8.9016,262.25
7.4991,11.494,257.29
8.5888,12.936,255.01
10,14.801,253.13
11.433,16.994,252.54
12.894,20.153,252.96
14.018,24.172,252.27
14.857,29.554,245.74
15.469,36.664,215.75
