0.001,0.01387,178.55
0.0012348,0.011855,178.21
0.001679,0.006887,177.57
0.0022831,-0.0022823,176.7
0.0031044,-0.019183,175.52
0.0042211,-0.050255,173.92
0.0057397,-0.10711,171.78
0.0078044,-0.21025,168.93
0.01,-0.35034,166
0.012374,-0.53358,162.97
0.016826,-0.95096,157.74
0.022879,-1.6281,151.68
0.031109,-2.6485,145.3
0.042301,-4.0528,139.52
0.057518,-5.8075,135.34
0.078209,-7.8124,133.64
0.1,-9.5065,134.45
0.12401,-10.994,136.88
0.16861,-13.026,143.27
0.22927,-14.839,153.12
0.31175,-16.331,166.53
0.4239,-17.394,184.13
0.57639,-17.697,207.26
0.78374,-16.412,234.81
1,-13.937,254.41
1.2427,-11.028,266.72
1.6897,-6.6195,275.64
2.2976,-2.4308,277.32
3.1241,1.3148,274.73
4.2479,4.6131,270.29
5.7761,7.63,266.03
7.5617,10.375,263.82
9.6476,13.529,263.83
10.567,15.114,264.4
12.123,18.427,265.79
13.314,22.026,267.06
14.194,26.046,268.02
14.827,30.77,268.65
15.275,36.954,268.9
15.589,48.17,267.74
